signal_date,symbol,entry_price,exit_price,pnl_amount,pnl_percentage,cumulative_balance,outcome,vix_value,market_regime,exit_date_daily,days_to_result,z_score
2023-09-29,ADANIENT,2413.9,2514.73,4134.03,4.18,207233.72,HIT_TARGET,11.45,BULL_SLOPE_50,2023-10-05,4,-2.13
2023-10-25,JWL,280.8,320.51,14136.76,14.14,221370.48,HIT_TARGET,11.73,BEAR_FLAT_50,2023-10-30,3,-2.81
2023-10-25,ADANIENT,2257.0,2196.07,-2680.7,-2.7,218689.78,HIT_STOP_LOSS,11.73,BEAR_FLAT_50,2023-10-25,1,-3.29
2023-10-25,RVNL,151.15,144.61,-4322.94,-4.33,214366.84,HIT_STOP_LOSS,11.73,BEAR_FLAT_50,2023-10-25,1,-3.24
2023-10-26,HDFCBANK,731.7,757.08,3451.68,3.47,217818.52,HIT_TARGET,10.91,BEAR_FLAT_50,2023-11-15,11,-3.15
2023-10-26,ADANIENT,2203.2,2321.86,5339.7,5.39,223158.22,HIT_TARGET,10.91,BEAR_FLAT_50,2023-11-27,17,-2.92
2023-10-26,NIFTY,18857.25,19306.96,2248.55,2.38,225406.77,HIT_TARGET,10.91,BEAR_FLAT_50,2023-11-06,6,-3.14
2024-01-12,POLYCAB,3980.9,4556.75,14396.25,14.47,239803.02,HIT_TARGET,13.1,BULL_SLOPE_50,2024-02-14,19,-2.55
2024-01-15,POLYCAB,3980.9,4556.75,14396.25,14.47,254199.27,HIT_TARGET,13.57,BULL_SLOPE_50,2024-02-14,19,-2.55
2024-01-31,ITC,441.55,430.88,-2412.55,-2.42,251786.72,HIT_STOP_LOSS,14.46,BULL_SLOPE_50,2024-02-05,3,-2.26
2024-03-05,SUZLON,40.7,38.31,-5884.51,-5.88,245902.21,HIT_STOP_LOSS,14.3,BULL_SLOPE_50,2024-03-06,2,-2.3
2024-03-05,INFY,1606.5,1568.91,-2330.58,-2.34,243571.63,HIT_STOP_LOSS,14.3,BULL_SLOPE_50,2024-03-18,7,-2.79
2024-03-06,SUZLON,38.7,36.33,-6121.71,-6.12,237449.92,HIT_STOP_LOSS,13.61,BULL_SLOPE_50,2024-03-13,4,-2.49
2024-03-13,HUDCO,164.15,188.94,15097.11,15.1,252547.03,HIT_TARGET,13.62,BULL_SLOPE_50,2024-03-14,2,-3.26
2024-03-20,AXISBANK,1034.75,1084.89,4813.44,4.85,257360.47,HIT_TARGET,12.51,BULL_SLOPE_50,2024-04-08,10,-2.08
2024-03-20,INFY,1554.95,1518.61,-2326.08,-2.34,255034.39,HIT_STOP_LOSS,12.51,BULL_SLOPE_50,2024-03-21,2,-2.19
2024-03-21,HINDUNILVR,2242.35,2203.84,-1694.44,-1.72,253339.95,HIT_STOP_LOSS,12.22,BULL_SLOPE_50,2024-04-15,12,-2.12
2024-03-22,INFY,1508.85,1471.44,-2469.06,-2.48,250870.89,HIT_STOP_LOSS,12.22,BULL_SLOPE_50,2024-04-03,6,-2.38
2024-03-25,INFY,1508.85,1471.44,-2469.06,-2.48,248401.83,HIT_STOP_LOSS,12.82,BULL_SLOPE_50,2024-04-03,6,-2.38
2024-03-26,INFY,1492.65,1455.26,-2467.74,-2.5,245934.09,HIT_STOP_LOSS,12.7,BULL_SLOPE_50,2024-04-15,10,-2.22
2024-03-27,TCS,3840.9,3840.9,0.0,0.0,245934.09,EXPIRED,12.83,BULL_SLOPE_50,,30,-2.05
2024-05-07,ADANIENT,2835.95,3024.29,6591.9,6.64,252525.99,HIT_TARGET,17.08,BULL_SLOPE_50,2024-05-13,4,-2.56
2024-05-09,HDFCBANK,723.8,756.72,4542.96,4.55,257068.95,HIT_TARGET,18.47,BULL_SLOPE_50,2024-05-23,10,-2.56
2024-05-09,ADANIENT,2766.65,2961.26,7005.96,7.03,264074.91,HIT_TARGET,18.47,BULL_SLOPE_50,2024-05-13,2,-2.21
2024-05-09,RELIANCE,1394.1,1439.53,3225.53,3.26,267300.44,HIT_TARGET,18.47,BULL_SLOPE_50,2024-05-20,7,-2.49
2024-05-10,HDFCBANK,719.0,749.66,4261.74,4.26,271562.18,HIT_TARGET,18.47,BULL_SLOPE_50,2024-05-23,9,-2.45
2024-05-13,HDFCBANK,719.0,749.66,4261.74,4.26,275823.92,HIT_TARGET,20.2,BULL_SLOPE_50,2024-05-23,9,-2.45
2024-06-04,SUNPHARMA,1429.85,1488.82,4068.93,4.12,279892.85,HIT_TARGET,18.89,BULL_SLOPE_50,2024-06-04,1,-2.3
2024-06-04,ITC,415.2,433.73,4447.2,4.46,284340.05,HIT_TARGET,18.89,BULL_SLOPE_50,2024-06-04,1,-2.57
2024-07-22,ADANIENT,3005.7,2948.56,-1885.62,-1.9,282454.43,HIT_STOP_LOSS,12.75,BULL_SLOPE_50,2024-07-22,1,-2.02
2024-07-23,JWL,620.75,591.44,-4718.91,-4.72,277735.52,HIT_STOP_LOSS,11.76,BULL_SLOPE_50,2024-08-01,7,-2.09
2024-07-26,AXISBANK,1177.35,1146.68,-2575.86,-2.6,275159.66,HIT_STOP_LOSS,12.25,BULL_SLOPE_50,2024-08-05,5,-2.43
2024-07-29,AXISBANK,1177.35,1146.68,-2575.86,-2.6,272583.8,HIT_STOP_LOSS,12.88,BULL_SLOPE_50,2024-08-05,5,-2.43
2024-07-30,AXISBANK,1170.0,1138.81,-2651.57,-2.67,269932.22,HIT_STOP_LOSS,13.25,BULL_SLOPE_50,2024-08-05,4,-2.21
2024-08-06,ICICIBANK,1166.85,1210.22,3686.45,3.72,273618.67,HIT_TARGET,16.17,BULL_SLOPE_50,2024-08-26,11,-2.36
2024-08-06,SBIN,797.7,771.65,-3256.87,-3.27,270361.8,HIT_STOP_LOSS,16.17,BULL_SLOPE_50,2024-09-10,20,-2.73
2024-09-05,HUDCO,262.0,249.68,-4695.82,-4.7,265665.97,HIT_STOP_LOSS,15.22,BULL_SLOPE_50,2024-09-10,3,-2.21
2024-09-06,HUDCO,254.1,241.61,-4910.53,-4.92,260755.44,HIT_STOP_LOSS,15.22,BULL_SLOPE_50,2024-09-17,6,-2.43
2024-09-09,HUDCO,254.1,241.61,-4910.53,-4.92,255844.9,HIT_STOP_LOSS,13.36,BULL_SLOPE_50,2024-09-17,6,-2.43
2024-09-10,SBIN,782.65,824.91,5367.02,5.4,261211.92,HIT_TARGET,13.63,BULL_SLOPE_50,2024-10-28,27,-2.28
2024-09-11,HUDCO,245.95,234.69,-4569.53,-4.58,256642.39,HIT_STOP_LOSS,13.18,BULL_SLOPE_50,2024-09-18,5,-2.21
2024-09-17,RVNL,530.55,508.42,-4160.44,-4.17,252481.95,HIT_STOP_LOSS,13.37,BULL_SLOPE_50,2024-09-18,2,-2.28
2024-09-18,TCS,4346.15,4253.32,-2135.09,-2.14,250346.86,HIT_STOP_LOSS,12.47,BULL_SLOPE_50,2024-09-19,2,-2.11
2024-09-18,RVNL,528.6,511.41,-3249.85,-3.25,247097.01,HIT_STOP_LOSS,12.47,BULL_SLOPE_50,2024-09-18,1,-2.0
2024-09-19,RVNL,510.2,545.2,6860.0,6.86,253957.01,HIT_TARGET,12.79,BULL_SLOPE_50,2024-09-19,1,-2.37
2024-09-19,POLYCAB,6475.85,6763.41,4313.4,4.44,258270.41,HIT_TARGET,12.79,BULL_SLOPE_50,2024-09-25,4,-2.92
2024-09-24,TCS,4271.3,4203.62,-1556.64,-1.58,256713.77,HIT_STOP_LOSS,12.74,BULL_SLOPE_50,2024-10-09,9,-2.17
2024-10-22,IREDA,199.52,191.17,-4184.85,-4.19,252528.92,HIT_STOP_LOSS,14.62,BEAR_FLAT_50,2024-10-22,1,-3.28
2024-10-30,INFY,1802.1,1756.27,-2520.65,-2.54,250008.27,HIT_STOP_LOSS,15.55,BEAR_FLAT_50,2024-10-30,1,-2.26
2024-10-31,INFY,1757.25,1857.22,5598.32,5.69,255606.59,HIT_TARGET,15.9,BEAR_FLAT_50,2024-11-11,6,-2.53
2024-11-12,RELIANCE,1274.25,1249.87,-1901.64,-1.91,253704.95,HIT_STOP_LOSS,15.44,BEAR_FLAT_50,2024-11-12,1,-2.28
2024-11-22,ADANIENT,2228.0,2589.58,15909.52,16.23,269614.47,HIT_TARGET,16.1,BEAR_FLAT_50,2024-12-31,21,-2.61
2024-11-25,ADANIENT,2228.0,2589.58,15909.52,16.23,285523.99,HIT_TARGET,15.3,BEAR_FLAT_50,2024-12-31,21,-2.61
2024-12-19,AXISBANK,1108.9,1089.41,-1754.55,-1.76,283769.44,HIT_STOP_LOSS,15.07,BEAR_FLAT_50,2024-12-19,1,-2.22
2024-12-20,AXISBANK,1071.85,1050.55,-1980.9,-1.99,281788.54,HIT_STOP_LOSS,15.07,BEAR_FLAT_50,2025-01-09,11,-3.03
2024-12-23,AXISBANK,1071.85,1050.55,-1980.9,-1.99,279807.64,HIT_STOP_LOSS,13.18,BEAR_FLAT_50,2025-01-09,11,-3.03
2025-01-13,SUZLON,55.57,52.76,-5056.99,-5.06,274750.65,HIT_STOP_LOSS,15.47,BEAR_FLAT_50,2025-01-23,8,-2.41
2025-01-14,POLYCAB,6474.7,6265.43,-3139.12,-3.23,271611.52,HIT_STOP_LOSS,15.26,BEAR_FLAT_50,2025-01-21,5,-2.31
2025-01-17,AXISBANK,991.05,963.23,-2782.0,-2.81,268829.52,HIT_STOP_LOSS,15.75,BEAR_FLAT_50,2025-01-20,1,-2.26
2025-01-20,AXISBANK,991.05,963.23,-2782.0,-2.81,266047.52,HIT_STOP_LOSS,17.05,BEAR_FLAT_50,2025-01-20,1,-2.26
2025-01-21,AXISBANK,970.2,1029.51,6108.93,6.11,272156.45,HIT_TARGET,16.77,BEAR_FLAT_50,2025-02-27,23,-2.42
2025-01-21,INFY,1800.7,1901.02,5517.6,5.57,277674.05,HIT_TARGET,16.77,BEAR_FLAT_50,2025-02-03,9,-2.55
2025-02-18,IREDA,160.91,178.53,10943.26,10.95,288617.31,HIT_TARGET,15.42,BEAR_FLAT_50,2025-02-20,3,-2.29
2025-02-18,RVNL,333.35,333.35,0.0,0.0,288617.31,EXPIRED,15.42,BEAR_FLAT_50,,30,-2.28
2025-04-07,INFY,1451.65,1390.33,-4170.1,-4.22,284447.21,HIT_STOP_LOSS,20.44,BEAR_FLAT_50,2025-04-08,2,-2.21
2025-04-08,TCS,3292.95,3471.11,5344.8,5.41,289792.01,HIT_TARGET,21.43,BEAR_FLAT_50,2025-04-24,9,-2.41
2025-04-09,TCS,3246.6,3424.27,5330.1,5.47,295122.11,HIT_TARGET,21.43,BEAR_FLAT_50,2025-04-24,8,-2.29
2025-04-10,TCS,3246.6,3424.27,5330.1,5.47,300452.21,HIT_TARGET,20.11,BEAR_FLAT_50,2025-04-24,8,-2.29
2025-05-06,JWL,340.15,329.12,-3233.25,-3.24,297218.96,HIT_STOP_LOSS,19.06,BULL_SLOPE_50,2025-05-08,3,-2.65
2025-06-18,HINDUNILVR,2297.3,2373.7,3285.2,3.33,300504.16,HIT_TARGET,14.26,BULL_SLOPE_50,2025-07-07,11,-2.33
2025-06-19,JWL,365.75,347.69,-4930.38,-4.94,295573.78,HIT_STOP_LOSS,13.67,BULL_SLOPE_50,2025-07-28,22,-2.61
2025-06-19,IREDA,158.75,171.69,8139.26,8.15,303713.04,HIT_TARGET,13.67,BULL_SLOPE_50,2025-06-24,3,-2.47
2025-06-24,HINDUNILVR,2263.1,2336.9,3247.2,3.26,306960.24,HIT_TARGET,12.96,BULL_SLOPE_50,2025-07-03,7,-2.32
2025-07-15,TCS,3252.3,3196.2,-1683.0,-1.72,305277.24,HIT_STOP_LOSS,11.24,BULL_SLOPE_50,2025-07-17,3,-2.64
2025-07-15,LT,3494.0,3435.76,-1630.72,-1.67,303646.52,HIT_STOP_LOSS,11.24,BULL_SLOPE_50,2025-07-28,8,-2.47
2025-07-16,TCS,3233.1,3175.98,-1713.6,-1.77,301932.92,HIT_STOP_LOSS,11.24,BULL_SLOPE_50,2025-07-21,3,-2.36
2025-07-17,TCS,3209.2,3153.46,-1727.94,-1.74,300204.98,HIT_STOP_LOSS,11.39,BULL_SLOPE_50,2025-07-23,4,-2.19
2025-07-17,LT,3474.0,3420.39,-1501.08,-1.54,298703.9,HIT_STOP_LOSS,11.39,BULL_SLOPE_50,2025-07-28,6,-2.13
2025-07-18,TCS,3189.9,3133.38,-1752.12,-1.77,296951.78,HIT_STOP_LOSS,11.39,BULL_SLOPE_50,2025-07-24,4,-2.02
2025-07-18,AXISBANK,1099.3,1076.73,-2031.3,-2.05,294920.48,HIT_STOP_LOSS,11.39,BULL_SLOPE_50,2025-07-24,4,-2.62
2025-07-21,TCS,3189.9,3133.38,-1752.12,-1.77,293168.36,HIT_STOP_LOSS,10.75,BULL_SLOPE_50,2025-07-24,4,-2.02
2025-07-21,AXISBANK,1099.3,1076.73,-2031.3,-2.05,291137.06,HIT_STOP_LOSS,10.75,BULL_SLOPE_50,2025-07-24,4,-2.62
2025-07-22,TCS,3159.6,3107.01,-1630.29,-1.66,289506.77,HIT_STOP_LOSS,10.52,BULL_SLOPE_50,2025-07-28,4,-2.02
2025-07-22,AXISBANK,1098.0,1076.23,-1981.07,-1.98,287525.7,HIT_STOP_LOSS,10.52,BULL_SLOPE_50,2025-07-24,3,-2.18
2025-07-22,RVNL,372.25,365.25,-1876.0,-1.88,285649.7,HIT_STOP_LOSS,10.52,BULL_SLOPE_50,2025-07-24,3,-2.03
2025-09-23,HINDUNILVR,2522.2,2635.48,4417.92,4.49,290067.62,HIT_TARGET,10.52,BULL_SLOPE_50,2025-10-22,16,-2.26
2025-11-06,RVNL,317.8,310.43,-2314.18,-2.32,287753.44,HIT_STOP_LOSS,12.56,BULL_SLOPE_50,2025-11-11,3,-2.04
2025-11-07,ADANIENT,2369.4,2497.82,5393.64,5.42,293147.08,HIT_TARGET,12.56,BULL_SLOPE_50,2025-11-11,2,-2.04
2025-11-10,ADANIENT,2369.4,2497.82,5393.64,5.42,298540.72,HIT_TARGET,12.49,BULL_SLOPE_50,2025-11-11,2,-2.04
2025-11-24,IREDA,144.41,141.44,-2055.24,-2.06,296485.48,HIT_STOP_LOSS,12.24,BULL_SLOPE_50,2025-11-24,1,-2.18
2025-11-25,JWL,289.0,282.87,-2122.71,-2.12,294362.77,HIT_STOP_LOSS,11.97,BULL_SLOPE_50,2025-12-01,4,-2.25
2025-11-25,IREDA,141.36,138.26,-2190.99,-2.19,292171.78,HIT_STOP_LOSS,11.97,BULL_SLOPE_50,2025-12-02,5,-2.52
2025-12-02,POLYCAB,7347.0,7190.1,-2039.7,-2.14,290132.08,HIT_STOP_LOSS,11.21,BULL_SLOPE_50,2025-12-04,3,-2.1
2025-12-03,IREDA,136.84,133.35,-2544.05,-2.55,287588.03,HIT_STOP_LOSS,10.82,BULL_SLOPE_50,2025-12-04,2,-2.21
2025-12-03,POLYCAB,7227.0,7058.4,-2191.8,-2.33,285396.23,HIT_STOP_LOSS,10.82,BULL_SLOPE_50,2025-12-08,3,-2.47
2025-12-04,SUZLON,50.85,54.14,6472.07,6.47,291868.3,HIT_TARGET,10.31,BULL_SLOPE_50,2025-12-23,11,-2.23
2025-12-05,JWL,267.05,260.3,-2526.37,-2.53,289341.93,HIT_STOP_LOSS,10.31,BULL_SLOPE_50,2025-12-08,1,-2.04
2025-12-08,JWL,267.05,260.3,-2526.37,-2.53,286815.56,HIT_STOP_LOSS,10.95,BULL_SLOPE_50,2025-12-08,1,-2.04
2025-12-09,JWL,260.85,253.86,-2677.17,-2.68,284138.39,HIT_STOP_LOSS,10.91,BULL_SLOPE_50,2025-12-09,1,-2.09
2025-12-09,HUDCO,213.48,204.3,-4298.11,-4.3,279840.28,HIT_STOP_LOSS,10.91,BULL_SLOPE_50,2025-12-17,6,-2.42
2025-12-10,JWL,252.7,268.19,6118.55,6.13,285958.83,HIT_TARGET,10.4,BULL_SLOPE_50,2025-12-22,7,-2.19
2025-12-10,HUDCO,211.06,229.12,8542.38,8.56,294501.21,HIT_TARGET,10.4,BULL_SLOPE_50,2025-12-29,10,-2.22
2025-12-26,SUNPHARMA,1719.5,1782.96,3680.68,3.69,298181.89,HIT_TARGET,9.15,BULL_SLOPE_50,2026-01-06,6,-2.16
2025-12-29,SUNPHARMA,1719.5,1782.96,3680.68,3.69,301862.57,HIT_TARGET,9.68,BULL_SLOPE_50,2026-01-06,6,-2.16
2026-01-02,ITC,350.05,341.01,-2577.82,-2.58,299284.74,HIT_STOP_LOSS,9.45,BULL_SLOPE_50,2026-01-05,1,-3.34
2026-01-05,ITC,350.05,341.01,-2577.82,-2.58,296706.92,HIT_STOP_LOSS,10.02,BULL_SLOPE_50,2026-01-05,1,-3.34
2026-01-20,ADANIENT,2055.1,2008.78,-2223.36,-2.25,294483.56,HIT_STOP_LOSS,13.78,BEAR_FLAT_50,2026-01-20,1,-2.89
2026-02-04,INFY,1535.8,1489.88,-2984.8,-2.99,291498.76,HIT_STOP_LOSS,12.17,BEAR_FLAT_50,2026-02-05,2,-2.82
2026-03-04,SUZLON,39.93,43.12,7982.75,7.98,299481.51,HIT_TARGET,17.86,BEAR_FLAT_50,2026-03-11,5,-2.47
2026-03-04,JWL,248.85,273.49,9880.64,9.9,309362.15,HIT_TARGET,17.86,BEAR_FLAT_50,2026-03-05,2,-2.42
2026-03-04,HDFCBANK,868.65,851.92,-1923.38,-1.93,307438.77,HIT_STOP_LOSS,17.86,BEAR_FLAT_50,2026-03-09,3,-2.46
2026-03-04,NIFTY,24480.5,24101.62,-1515.52,-1.55,305923.25,HIT_STOP_LOSS,17.86,BEAR_FLAT_50,2026-03-09,3,-3.24
2026-03-04,HUDCO,176.15,168.62,-4267.24,-4.27,301656.01,HIT_STOP_LOSS,17.86,BEAR_FLAT_50,2026-03-23,11,-2.85
2026-03-04,RELIANCE,1345.0,1414.74,5160.76,5.19,306816.77,HIT_TARGET,17.86,BEAR_FLAT_50,2026-03-05,2,-2.54
2026-03-06,ICICIBANK,1313.4,1283.62,-2263.28,-2.27,304553.49,HIT_STOP_LOSS,19.88,BEAR_FLAT_50,2026-03-11,3,-2.93
2026-03-06,NIFTY,24450.45,24035.83,-1658.46,-1.7,302895.03,HIT_STOP_LOSS,19.88,BEAR_FLAT_50,2026-03-10,2,-2.31
2026-03-09,ICICIBANK,1313.4,1283.62,-2263.28,-2.27,300631.75,HIT_STOP_LOSS,18.91,BEAR_FLAT_50,2026-03-11,3,-2.93
2026-03-09,NIFTY,24450.45,24035.83,-1658.46,-1.7,298973.29,HIT_STOP_LOSS,18.91,BEAR_FLAT_50,2026-03-10,2,-2.31
2026-03-10,ADANIENT,1996.5,1910.47,-4301.5,-4.31,294671.79,HIT_STOP_LOSS,21.06,BEAR_FLAT_50,2026-03-23,8,-2.47
2026-03-10,ICICIBANK,1311.9,1284.83,-2057.32,-2.06,292614.47,HIT_STOP_LOSS,21.06,BEAR_FLAT_50,2026-03-11,2,-2.49
2026-03-10,NIFTY,24261.6,23837.92,-1694.7,-1.75,290919.77,HIT_STOP_LOSS,21.06,BEAR_FLAT_50,2026-03-10,1,-2.23
2026-03-11,AXISBANK,1255.8,1222.32,-2644.92,-2.67,288274.85,HIT_STOP_LOSS,21.52,BEAR_FLAT_50,2026-03-12,2,-2.84
2026-03-11,ADANIENT,1974.7,1904.71,-3499.5,-3.54,284775.35,HIT_STOP_LOSS,21.52,BEAR_FLAT_50,2026-03-23,7,-2.23
2026-03-11,ICICIBANK,1294.6,1269.27,-1950.41,-1.96,282824.94,HIT_STOP_LOSS,21.52,BEAR_FLAT_50,2026-03-11,1,-2.39
2026-03-11,NIFTY,23866.85,23444.39,-1689.84,-1.77,281135.1,HIT_STOP_LOSS,21.52,BEAR_FLAT_50,2026-03-12,2,-2.37
2026-03-12,ICICIBANK,1266.5,1240.23,-2049.06,-2.07,279086.04,HIT_STOP_LOSS,22.64,BEAR_FLAT_50,2026-03-23,6,-2.45
2026-03-12,NIFTY,23639.15,23198.77,-1761.54,-1.86,277324.5,HIT_STOP_LOSS,22.64,BEAR_FLAT_50,2026-03-12,1,-2.22
2026-03-13,AXISBANK,1197.3,1160.53,-3051.91,-3.07,274272.59,HIT_STOP_LOSS,22.64,BEAR_FLAT_50,2026-04-01,9,-2.64
2026-03-13,NIFTY,23151.1,22675.23,-1903.48,-2.06,272369.11,HIT_STOP_LOSS,22.64,BEAR_FLAT_50,2026-03-23,5,-2.32
2026-03-16,AXISBANK,1197.3,1160.53,-3051.91,-3.07,269317.2,HIT_STOP_LOSS,19.79,BEAR_FLAT_50,2026-04-01,9,-2.64
2026-03-16,NIFTY,23151.1,22675.23,-1903.48,-2.06,267413.72,HIT_STOP_LOSS,19.79,BEAR_FLAT_50,2026-03-23,5,-2.32
2026-04-06,SUNPHARMA,1693.6,1645.52,-2836.72,-2.84,264577.0,HIT_STOP_LOSS,24.7,BEAR_FLAT_50,2026-04-09,4,-2.29
2026-04-07,RELIANCE,1304.6,1390.84,6554.24,6.61,271131.24,HIT_TARGET,19.7,BEAR_FLAT_50,2026-04-27,11,-2.82
2026-04-10,SUNPHARMA,1654.9,1747.56,5559.6,5.6,276690.84,HIT_TARGET,18.85,BEAR_FLAT_50,2026-04-27,8,-2.31
2026-04-13,SUNPHARMA,1654.9,1747.56,5559.6,5.6,282250.44,HIT_TARGET,20.5,BEAR_FLAT_50,2026-04-27,8,-2.31
2026-04-14,SUNPHARMA,1654.9,1747.56,5559.6,5.6,287810.04,HIT_TARGET,18.67,BEAR_FLAT_50,2026-04-27,8,-2.31
2026-04-28,INFY,1152.1,1104.88,-4060.92,-4.1,283749.12,HIT_STOP_LOSS,17.44,BEAR_FLAT_50,2026-05-13,9,-2.34
